================================================================================
 ROBOT SYSTEM RUN LOG | STARTED: 2026-08-09 13:16:23
 CSV Telemetry File : logs/telemetry_2026-08-09_13-16-23.csv
 Text System Log File: logs/system_run_2026-08-09_13-16-23.log
================================================================================
[13:16:23.802] [ SYSTEM_START  ] Telemetry and Logging system started cleanly.
[13:16:25.778] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: (-0.00m,  0.00m) | GPS: (10.775667°, 106.670889° [ODOM_ESTIMATED])
[13:16:27.159] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 0.44m, -0.00m) | GPS: (10.775671°, 106.670875° [FIX])
[13:16:28.561] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 0.91m, -0.00m) | GPS: (10.775671°, 106.670879° [FIX])
[13:16:30.039] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 1.36m, -0.00m) | GPS: (10.775671°, 106.670881° [FIX])
[13:16:31.534] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.01° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 1.84m,  0.00m) | GPS: (10.775671°, 106.670883° [FIX])
[13:16:32.947] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.02° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 2.31m,  0.00m) | GPS: (10.775671°, 106.670885° [FIX])
[13:16:34.374] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.02° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 2.78m, -0.00m) | GPS: (10.775671°, 106.670888° [FIX])
[13:16:35.902] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 3.26m, -0.00m) | GPS: (10.775671°, 106.670890° [FIX])
[13:16:37.538] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 3.74m, -0.00m) | GPS: (10.775671°, 106.670892° [FIX])
[13:16:39.024] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 4.20m, -0.00m) | GPS: (10.775671°, 106.670894° [FIX])
[13:16:40.504] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 4.65m, -0.00m) | GPS: (10.775671°, 106.670896° [FIX])
[13:16:41.943] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 5.13m, -0.00m) | GPS: (10.775671°, 106.670899° [FIX])
