================================================================================
 ROBOT SYSTEM RUN LOG | STARTED: 2026-08-09 13:16:23
 CSV Telemetry File : logs/telemetry_2026-08-09_13-16-23.csv
 Text System Log File: logs/system_run_2026-08-09_13-16-23.log
================================================================================
[13:16:23.802] [ SYSTEM_START  ] Telemetry and Logging system started cleanly.
[13:16:25.778] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: (-0.00m,  0.00m) | GPS: (10.775667°, 106.670889° [ODOM_ESTIMATED])
[13:16:43.374] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.03° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 5.61m, -0.00m) | GPS: (10.775671°, 106.670901° [FIX])
[13:16:44.858] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.03° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 6.08m, -0.00m) | GPS: (10.775671°, 106.670903° [FIX])
[13:16:46.317] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 6.55m, -0.00m) | GPS: (10.775671°, 106.670905° [FIX])
[13:16:47.871] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.01° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 7.03m, -0.00m) | GPS: (10.775671°, 106.670907° [FIX])
[13:16:49.272] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.01° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 7.48m, -0.00m) | GPS: (10.775671°, 106.670909° [FIX])
[13:16:50.606] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.03° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 7.95m, -0.00m) | GPS: (10.775671°, 106.670911° [FIX])
[13:16:52.256] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: -0.04° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 8.42m,  0.00m) | GPS: (10.775671°, 106.670913° [FIX])
[13:17:00.273] [FSM_TRANSITION ] TRACKING -> UTURN_PLANNING
[13:17:00.706] [FSM_TRANSITION ] UTURN_PLANNING -> PATH_FOLLOWING
[13:17:00.709] [ SYSTEM_STATUS ] [STATUS] [UTURN_PLANNING ] | Steer: +0.00° | Vel: (0.00m/s, +0.00r/s) | Pose: (11.05m,  0.02m) | GPS: (10.775671°, 106.670926° [FIX])
[13:17:01.807] [ SYSTEM_STATUS ] [STATUS] [PATH_FOLLOWING ] | Steer: -83.50° | Vel: (0.10m/s, -1.50r/s) | Pose: (11.07m,  0.01m) | GPS: (10.775671°, 106.670926° [FIX])
[13:17:03.132] [ SYSTEM_STATUS ] [STATUS] [PATH_FOLLOWING ] | Steer: -50.09° | Vel: (0.24m/s, -0.50r/s) | Pose: (11.02m, -0.18m) | GPS: (10.775671°, 106.670927° [FIX])
[13:17:04.806] [ SYSTEM_STATUS ] [STATUS] [PATH_FOLLOWING ] | Steer: -1.04° | Vel: (0.25m/s, -0.01r/s) | Pose: (10.87m, -0.39m) | GPS: (10.775670°, 106.670927° [FIX])
[13:17:06.297] [ SYSTEM_STATUS ] [STATUS] [PATH_FOLLOWING ] | Steer: -0.03° | Vel: (0.25m/s, -0.00r/s) | Pose: (10.70m, -0.59m) | GPS: (10.775669°, 106.670928° [FIX])
[13:17:06.570] [FSM_TRANSITION ] PATH_FOLLOWING -> UTURN_EXECUTION
[13:17:07.729] [ SYSTEM_STATUS ] [STATUS] [UTURN_EXECUTION] | Steer: -73.97° | Vel: (0.25m/s, -1.50r/s) | Pose: (10.49m, -0.69m) | GPS: (10.775668°, 106.670929° [FIX])
[13:17:09.172] [ SYSTEM_STATUS ] [STATUS] [UTURN_EXECUTION] | Steer: -73.97° | Vel: (0.25m/s, -1.50r/s) | Pose: (10.38m, -0.49m) | GPS: (10.775667°, 106.670930° [FIX])
[13:17:10.652] [ SYSTEM_STATUS ] [STATUS] [UTURN_EXECUTION] | Steer: -73.97° | Vel: (0.25m/s, -1.50r/s) | Pose: (10.58m, -0.37m) | GPS: (10.775666°, 106.670930° [FIX])
[13:17:12.172] [FSM_TRANSITION ] UTURN_EXECUTION -> TRACKING
[13:17:12.178] [ SYSTEM_STATUS ] [STATUS] [UTURN_EXECUTION] | Steer: -73.97° | Vel: (0.25m/s, -1.50r/s) | Pose: (10.69m, -0.58m) | GPS: (10.775665°, 106.670929° [FIX])
[13:17:13.841] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.62° | Vel: (0.45m/s, -0.05r/s) | Pose: (10.49m, -0.99m) | GPS: (10.775664°, 106.670927° [FIX])
[13:17:15.313] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.72° | Vel: (0.45m/s, -0.06r/s) | Pose: (10.26m, -1.40m) | GPS: (10.775664°, 106.670925° [FIX])
[13:17:16.951] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.67° | Vel: (0.45m/s, -0.07r/s) | Pose: (10.00m, -1.80m) | GPS: (10.775664°, 106.670923° [FIX])
[13:17:18.383] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.76° | Vel: (0.45m/s, -0.05r/s) | Pose: ( 9.72m, -2.18m) | GPS: (10.775663°, 106.670921° [FIX])
[13:17:19.973] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.69° | Vel: (0.45m/s, -0.06r/s) | Pose: ( 9.41m, -2.56m) | GPS: (10.775663°, 106.670919° [FIX])
[13:17:21.458] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.60° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 9.09m, -2.91m) | GPS: (10.775663°, 106.670917° [FIX])
[13:17:22.946] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.59° | Vel: (0.45m/s, -0.05r/s) | Pose: ( 8.76m, -3.24m) | GPS: (10.775663°, 106.670915° [FIX])
[13:17:24.397] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.36° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 8.41m, -3.56m) | GPS: (10.775663°, 106.670912° [FIX])
[13:17:25.783] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.45° | Vel: (0.45m/s, -0.03r/s) | Pose: ( 8.05m, -3.88m) | GPS: (10.775663°, 106.670910° [FIX])
[13:17:27.262] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.29° | Vel: (0.45m/s, -0.02r/s) | Pose: ( 7.69m, -4.17m) | GPS: (10.775663°, 106.670908° [FIX])
[13:17:28.728] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.27° | Vel: (0.45m/s, -0.02r/s) | Pose: ( 7.31m, -4.46m) | GPS: (10.775663°, 106.670905° [FIX])
[13:17:30.287] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.18° | Vel: (0.45m/s, -0.01r/s) | Pose: ( 6.92m, -4.74m) | GPS: (10.775663°, 106.670903° [FIX])
[13:17:31.787] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.17° | Vel: (0.45m/s, -0.01r/s) | Pose: ( 6.53m, -5.02m) | GPS: (10.775663°, 106.670901° [FIX])
[13:17:33.326] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.05° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 6.14m, -5.30m) | GPS: (10.775663°, 106.670899° [FIX])
[13:17:34.932] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.02° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 5.75m, -5.57m) | GPS: (10.775663°, 106.670897° [FIX])
[13:17:36.259] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 5.36m, -5.84m) | GPS: (10.775663°, 106.670895° [FIX])
[13:17:37.651] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 4.97m, -6.11m) | GPS: (10.775663°, 106.670893° [FIX])
[13:17:39.168] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 4.59m, -6.38m) | GPS: (10.775663°, 106.670890° [FIX])
[13:17:40.651] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 4.22m, -6.64m) | GPS: (10.775663°, 106.670888° [FIX])
[13:17:42.074] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 3.84m, -6.91m) | GPS: (10.775663°, 106.670886° [FIX])
[13:17:43.509] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 3.45m, -7.18m) | GPS: (10.775663°, 106.670884° [FIX])
[13:17:44.884] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 3.08m, -7.44m) | GPS: (10.775664°, 106.670882° [FIX])
[13:17:46.197] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, -0.00r/s) | Pose: ( 2.69m, -7.72m) | GPS: (10.775664°, 106.670880° [FIX])
[13:17:47.539] [ SYSTEM_STATUS ] [STATUS] [   TRACKING    ] | Steer: +0.00° | Vel: (0.45m/s, +0.00r/s) | Pose: ( 2.31m, -7.99m) | GPS: (10.775664°, 106.670878° [FIX])
