Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
12:19:21.093,1786166361.093,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.137,1786166361.138,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.175,1786166361.176,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.204,1786166361.204,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.327,1786166361.328,TRACKING,0.032,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.08,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.363,1786166361.364,TRACKING,0.041,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.375,1786166361.375,TRACKING,0.041,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.387,1786166361.387,TRACKING,0.041,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.397,1786166361.397,TRACKING,0.041,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.410,1786166361.410,TRACKING,0.050,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.10,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.495,1786166361.495,TRACKING,0.059,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.514,1786166361.515,TRACKING,0.059,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.674,1786166361.675,TRACKING,0.086,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.13,10.77567062,106.67087561,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
12:19:21.687,1786166361.688,TRACKING,0.086,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.13,10.77567062,106.67087561,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
