Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
13:53:00.719,1786171980.720,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
13:53:00.734,1786171980.734,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
13:53:00.795,1786171980.795,TRACKING,0.021,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.02,10.77566700,106.67088919,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
13:53:00.855,1786171980.856,TRACKING,0.048,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.05,10.77567062,106.67087539,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:00.935,1786171980.936,TRACKING,0.084,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.08,10.77567062,106.67087539,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.017,1786171981.018,TRACKING,0.111,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087539,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.118,1786171981.119,TRACKING,0.147,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.15,10.77567062,106.67087580,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.252,1786171981.253,TRACKING,0.183,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.18,10.77567062,106.67087580,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.289,1786171981.290,TRACKING,0.201,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.20,10.77567062,106.67087580,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.372,1786171981.372,TRACKING,0.228,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.23,10.77567062,106.67087621,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.444,1786171981.445,TRACKING,0.264,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.26,10.77567062,106.67087621,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.512,1786171981.513,TRACKING,0.291,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.062,0.29,10.77567062,106.67087621,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
13:53:01.588,1786171981.588,TRACKING,0.318,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.104,0.32,10.77567062,106.67087662,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
13:53:01.666,1786171981.667,TRACKING,0.354,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.167,0.35,10.77567062,106.67087662,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
13:53:01.720,1786171981.721,TRACKING,0.372,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.208,0.37,10.77567062,106.67087662,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
13:53:01.798,1786171981.799,TRACKING,0.408,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.250,0.41,10.77567062,106.67087704,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
