Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
23:57:00.375,1786208220.375,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
23:57:00.407,1786208220.407,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:00.542,1786208220.542,TRACKING,0.044,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.04,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:00.648,1786208220.648,TRACKING,0.071,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.07,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:00.705,1786208220.706,TRACKING,0.089,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:01.107,1786208221.107,TRACKING,0.107,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:01.122,1786208221.122,TRACKING,0.107,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:01.134,1786208221.135,TRACKING,0.170,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.17,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:01.143,1786208221.144,TRACKING,0.179,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.18,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:57:01.154,1786208221.154,TRACKING,0.188,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.19,10.77567062,106.67087569,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
