Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
10:29:55.511,1786159795.511,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:55.548,1786159795.549,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:55.661,1786159795.662,TRACKING,0.032,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.03,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:55.738,1786159795.738,TRACKING,0.059,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.06,10.77567062,106.67087553,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:55.817,1786159795.818,TRACKING,0.086,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087553,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:55.905,1786159795.906,TRACKING,0.122,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.12,10.77567062,106.67087553,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.071,1786159796.071,TRACKING,0.149,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.15,10.77567062,106.67087594,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.112,1786159796.113,TRACKING,0.176,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.18,10.77567062,106.67087594,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.223,1786159796.224,TRACKING,0.212,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.21,10.77567062,106.67087594,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.317,1786159796.317,TRACKING,0.239,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.24,10.77567062,106.67087635,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.448,1786159796.448,TRACKING,0.266,-0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.27,10.77567062,106.67087635,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.546,1786159796.547,TRACKING,0.302,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.062,0.30,10.77567062,106.67087635,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
10:29:56.626,1786159796.626,TRACKING,0.329,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.125,0.33,10.77567062,106.67087676,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
10:29:56.710,1786159796.710,TRACKING,0.365,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.167,0.37,10.77567062,106.67087676,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
