Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
23:19:52.029,1786205992.030,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
23:19:52.042,1786205992.043,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
23:19:52.119,1786205992.119,TRACKING,0.024,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.02,10.77566700,106.67088922,10.00,"10°46'32.40""N, 106°40'15.20""E",ODOM_ESTIMATED,
23:19:52.201,1786205992.201,TRACKING,0.051,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.05,10.77567062,106.67087545,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.288,1786205992.289,TRACKING,0.087,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.09,10.77567062,106.67087545,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.373,1786205992.374,TRACKING,0.114,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.11,10.77567062,106.67087545,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.479,1786205992.480,TRACKING,0.141,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.14,10.77567062,106.67087586,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.584,1786205992.584,TRACKING,0.177,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.18,10.77567062,106.67087586,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.657,1786205992.657,TRACKING,0.204,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.20,10.77567062,106.67087586,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.728,1786205992.729,TRACKING,0.231,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.23,10.77567062,106.67087627,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.851,1786205992.852,TRACKING,0.267,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.27,10.77567062,106.67087627,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:52.941,1786205992.942,TRACKING,0.294,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.042,0.29,10.77567062,106.67087627,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
23:19:53.016,1786205993.016,TRACKING,0.321,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.104,0.32,10.77567062,106.67087668,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
23:19:53.102,1786205993.103,TRACKING,0.357,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.167,0.36,10.77567062,106.67087668,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
23:19:53.182,1786205993.182,TRACKING,0.384,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.208,0.38,10.77567062,106.67087668,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
23:19:53.298,1786205993.299,TRACKING,0.420,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.250,0.42,10.77567062,106.67087709,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
23:19:53.377,1786205993.377,TRACKING,0.447,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.333,0.45,10.77567062,106.67087709,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
