Time,Unix_Timestamp,FSM_State,Pos_X_m,Pos_Y_m,Yaw_rad,Steer_Angle_deg,Linear_Vel_mps,Angular_Vel_radps,IMU_Yaw_rad,IMU_Angular_Vel_z,IMU_Accel_x,Confidence,Dist_Traveled_m,GPS_Latitude,GPS_Longitude,GPS_Altitude_m,GPS_DMS,GPS_Status,Event
00:19:58.122,1786209598.122,TRACKING,0.000,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",NO_FIX,
00:19:58.140,1786209598.140,TRACKING,0.000,0.000,0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77566700,106.67088900,10.00,"10°46'32.40""N, 106°40'15.20""E",NO_FIX,
00:19:58.155,1786209598.156,TRACKING,-0.000,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.00,10.77567062,106.67087529,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.190,1786209598.191,TRACKING,0.015,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.02,10.77567062,106.67087533,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.272,1786209598.272,TRACKING,0.033,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.03,10.77567062,106.67087533,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.359,1786209598.360,TRACKING,0.060,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.06,10.77567062,106.67087533,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.466,1786209598.467,TRACKING,0.096,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.10,10.77567062,106.67087533,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.586,1786209598.586,TRACKING,0.123,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.12,10.77567062,106.67087577,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.636,1786209598.637,TRACKING,0.150,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.15,10.77567062,106.67087577,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.733,1786209598.733,TRACKING,0.186,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.19,10.77567062,106.67087577,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.815,1786209598.816,TRACKING,0.213,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.21,10.77567062,106.67087618,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.904,1786209598.904,TRACKING,0.249,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.000,0.25,10.77567062,106.67087618,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:58.981,1786209598.981,TRACKING,0.267,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.042,0.27,10.77567062,106.67087618,10.51,"10°46'32.41""N, 106°40'15.15""E",FIX,
00:19:59.114,1786209599.114,TRACKING,0.321,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.083,0.32,10.77567062,106.67087659,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.178,1786209599.178,TRACKING,0.330,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.146,0.33,10.77567062,106.67087659,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.289,1786209599.290,TRACKING,0.366,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.187,0.37,10.77567062,106.67087659,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.386,1786209599.386,TRACKING,0.393,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.250,0.39,10.77567062,106.67087700,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.483,1786209599.483,TRACKING,0.420,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.312,0.42,10.77567062,106.67087700,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.587,1786209599.588,TRACKING,0.447,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.354,0.45,10.77567062,106.67087700,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.678,1786209599.678,TRACKING,0.483,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.417,0.48,10.77567062,106.67087741,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.748,1786209599.749,TRACKING,0.510,0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.500,0.51,10.77567062,106.67087741,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.849,1786209599.849,TRACKING,0.546,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.562,0.55,10.77567062,106.67087741,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:19:59.914,1786209599.914,TRACKING,0.564,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.625,0.56,10.77567062,106.67087782,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.026,1786209600.026,TRACKING,0.600,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.687,0.60,10.77567062,106.67087782,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.141,1786209600.142,TRACKING,0.636,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.750,0.64,10.77567062,106.67087782,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.204,1786209600.205,TRACKING,0.663,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.833,0.66,10.77567062,106.67087824,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.296,1786209600.296,TRACKING,0.690,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.917,0.69,10.77567062,106.67087824,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.371,1786209600.371,TRACKING,0.717,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,0.979,0.72,10.77567062,106.67087824,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.458,1786209600.458,TRACKING,0.753,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,1.000,0.75,10.77567062,106.67087865,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.537,1786209600.537,TRACKING,0.780,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,1.000,0.78,10.77567062,106.67087865,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
00:20:00.646,1786209600.646,TRACKING,0.816,-0.000,-0.000,0.00,0.450,-0.000,0.000,0.000,0.000,1.000,0.82,10.77567062,106.67087865,10.51,"10°46'32.41""N, 106°40'15.16""E",FIX,
